Date,RS3,OSRS,Total
1609629697000,46636,101774,148410
1609629997000,46576,101652,148228
1609630297000,46382,101075,147457
1609630597000,46342,100695,147037
1609630897000,46431,100556,146987
1609631197000,46158,100183,146341
1609631497000,45912,100061,145973
1609631797000,45735,99544,145279
1609632097000,45805,99412,145217
1609632397000,45933,98911,144844
1609632697000,45850,98845,144695
1609632996000,45825,98729,144554
1609633297000,45621,98419,144040
1609633597000,45494,98120,143614
1609633897000,45243,97779,143022
1609634196000,45122,97458,142580
1609634496000,44938,97486,142424
1609634797000,44734,97402,142136
1609635097000,44551,97444,141995
1609635396000,44285,97438,141723
1609635696000,44096,97147,141243
1609635996000,43881,96894,140775
1609636297000,43764,96540,140304
1609636597000,43680,96575,140255
1609636897000,43558,96242,139800
1609637197000,43372,96212,139584
1609637497000,43271,96239,139510
1609637797000,43111,96123,139234
1609638097000,43006,96094,139100
1609638397000,42936,96128,139064
1609638696000,42761,96032,138793
1609638997000,42552,95846,138398
1609639297000,42403,95664,138067
1609639597000,42195,95412,137607
1609639897000,42045,95293,137338
1609640197000,41985,95237,137222
1609640497000,41752,95136,136888
1609640797000,41582,94874,136456
1609641096000,41405,94749,136154
1609641396000,41362,94688,136050
1609641697000,41091,94602,135693
1609641997000,40948,94464,135412
1609642297000,40784,94371,135155
1609642597000,40498,94003,134501
1609642897000,40465,94073,134538
1609643196000,40254,93794,134048
1609643497000,40107,93558,133665
1609643797000,39912,93553,133465
1609644097000,39766,92993,132759
1609644397000,39613,92625,132238
1609644697000,39373,92395,131768
1609644996000,39216,91458,130674
1609645297000,39045,91176,130221
1609645597000,38874,91006,129880
1609645897000,38751,90485,129236
1609646197000,38520,90278,128798
1609646497000,38122,89761,127883
1609646796000,37880,89353,127233
1609647097000,37732,88919,126651
1609647397000,37504,88490,125994
1609647697000,37325,88170,125495
1609647997000,37209,87737,124946
1609648297000,36838,87030,123868
1609648597000,36406,86409,122815
1609648897000,36095,86004,122099
1609649197000,35768,85365,121133
1609649497000,35397,84813,120210
1609649797000,35079,84256,119335
1609650097000,34838,83475,118313
1609650397000,34589,82646,117235
1609650696000,34241,81971,116212
1609650997000,33953,81468,115421
1609651297000,33633,80768,114401
1609651597000,33312,80202,113514
1609651897000,33078,79312,112390
1609652197000,32816,78591,111407
1609652497000,32578,78280,110858
1609652797000,32228,77566,109794
1609653097000,31945,76927,108872
1609653396000,31586,76204,107790
1609653697000,31276,75035,106311
1609653997000,30938,74194,105132
1609654297000,30604,73277,103881
1609654597000,30130,72280,102410
1609654897000,29796,71535,101331
1609655197000,29487,70317,99804
1609655496000,29064,69586,98650
1609655797000,28915,68538,97453
1609656097000,28826,67597,96423
1609656397000,28743,66660,95403
1609656697000,28543,65837,94380
1609656996000,28330,64802,93132
1609657297000,27966,63990,91956
1609657596000,26539,63400,89939
1609657897000,25943,63208,89151
1609658197000,25693,62709,88402
1609658497000,26493,61827,88320
1609658797000,25344,60202,85546
1609659096000,25126,59449,84575
1609659397000,24911,59326,84237
1609659697000,24768,59640,84408
1609659997000,24696,59890,84586
1609660297000,24493,59593,84086
1609660597000,24278,59108,83386
1609660897000,24080,58492,82572
1609661197000,24052,58084,82136
1609661497000,23826,57484,81310
1609661797000,23645,57144,80789
1609662097000,23012,56661,79673
1609662397000,22911,55937,78848
1609662697000,22836,55617,78453
1609662997000,22837,55574,78411
1609663296000,22861,55226,78087
1609663596000,22817,55471,78288
1609663897000,22842,54821,77663
1609664197000,22828,54209,77037
1609664497000,22784,54115,76899
1609664797000,22847,54130,76977
1609665097000,22866,54210,77076
1609665397000,22910,53828,76738
1609665697000,22957,54144,77101
1609665997000,23030,53743,76773
1609666297000,23137,53575,76712
1609666596000,23191,53485,76676
1609666897000,23311,53498,76809
1609667197000,23364,53355,76719
1609667496000,23486,53593,77079
1609667797000,23503,53833,77336
1609668096000,23611,53685,77296
1609668397000,23669,53590,77259
1609668697000,23640,53631,77271
1609668997000,23645,53688,77333
1609669296000,23888,53748,77636
1609669597000,24002,53943,77945
1609669897000,24179,54138,78317
1609670196000,24316,54252,78568
1609670497000,24428,54577,79005
1609670797000,24566,54803,79369
1609671097000,24596,55080,79676
1609671397000,24715,55156,79871
1609671697000,24998,55589,80587
1609671997000,25208,55521,80729
1609672296000,25212,55858,81070
1609672597000,25209,55976,81185
1609672897000,25288,56632,81920
1609673196000,25425,56617,82042
1609673497000,25585,57092,82677
1609673797000,25778,57367,83145
1609674097000,26102,57867,83969
1609674397000,26249,58147,84396
1609674696000,26449,58714,85163
1609674997000,26652,59103,85755
1609675297000,26958,59258,86216
1609675596000,27127,59595,86722
1609675897000,27279,59923,87202
1609676197000,27465,60175,87640
1609676497000,27541,60618,88159
1609676797000,27770,61139,88909
1609677097000,27983,61644,89627
1609677397000,28088,62280,90368
1609677697000,28294,63009,91303
1609677997000,28529,63444,91973
1609678297000,28818,64058,92876
1609678597000,28966,64495,93461
1609678897000,29142,64929,94071
1609679197000,29326,65432,94758
1609679497000,29574,65822,95396
1609679796000,29815,66397,96212
1609680096000,30128,67035,97163
1609680397000,30259,67642,97901
1609680697000,30566,68255,98821
1609680997000,30811,69022,99833
1609681297000,30981,69632,100613
1609681596000,31252,70161,101413
1609681897000,31532,71202,102734
1609682197000,31666,71979,103645
1609682497000,31889,72358,104247
1609682797000,32104,73028,105132
1609683097000,32387,73972,106359
1609683397000,32729,74434,107163
1609683697000,32950,75115,108065
1609683997000,33217,75717,108934
1609684297000,33436,76419,109855
1609684597000,33724,77224,110948
1609684896000,34060,78023,112083
1609685197000,34557,78772,113329
1609685496000,34909,79618,114527
1609685797000,35243,80383,115626
1609686097000,35587,81023,116610
1609686396000,35842,81693,117535
1609686696000,36101,82539,118640
1609686996000,36517,83330,119847
1609687297000,36803,84221,121024
1609687597000,37079,85261,122340
1609687897000,37428,86113,123541
1609688197000,37789,87203,124992
1609688497000,38113,87599,125712
1609688797000,38348,88214,126562
1609689097000,38709,88844,127553
1609689397000,38949,89769,128718
1609689697000,39195,89946,129141
1609689997000,39460,90743,130203
1609690297000,39869,91441,131310
1609690597000,40082,92028,132110
1609690897000,40366,92948,133314
1609691197000,40651,93283,133934
1609691497000,40503,93426,133929
1609691797000,40675,93703,134378
1609692097000,40945,93979,134924
1609692397000,41067,94148,135215
1609692697000,41146,94524,135670
1609692997000,41223,95253,136476
1609693297000,41322,95486,136808
1609693597000,41479,95588,137067
1609693897000,41650,96101,137751
1609694197000,41635,96189,137824
1609694496000,41744,97028,138772
1609694797000,41923,97155,139078
1609695097000,42353,97602,139955
1609695397000,42532,98247,140779
1609695697000,42680,98747,141427
1609695997000,42774,98927,141701
1609696297000,42982,99462,142444
1609696597000,43247,99852,143099
1609696897000,43405,100242,143647
1609697196000,43515,100100,143615
1609697497000,43739,101085,144824
1609697797000,43904,101510,145414
1609698096000,44033,102167,146200
1609698397000,44198,102871,147069
1609698697000,44347,103142,147489
1609698997000,44563,103561,148124
1609699297000,45231,104140,149371
1609699597000,45502,104808,150310
1609699897000,45701,105558,151259
1609700197000,46667,106972,153639
1609700497000,46912,107618,154530
1609700797000,47076,108030,155106
1609701097000,48296,108199,156495
1609701397000,48461,107348,155809
1609701697000,48479,107356,155835
1609701997000,48652,107733,156385
1609702297000,48750,108079,156829
1609702597000,48853,108511,157364
1609702897000,48844,108970,157814
1609703197000,48898,108946,157844
1609703497000,49053,109183,158236
1609703797000,49250,109622,158872
1609704097000,49334,109387,158721
1609704397000,49306,109831,159137
1609704697000,49442,110038,159480
1609704997000,49440,110302,159742
1609705297000,49485,110766,160251
1609705596000,49736,110878,160614
1609705897000,49839,110941,160780
1609706196000,49774,110921,160695
1609706497000,49713,110963,160676
1609706797000,49739,111151,160890
1609707097000,49696,111374,161070
1609707397000,49616,111049,160665
1609707697000,49475,111444,160919
1609707997000,49289,111231,160520
1609708297000,49157,111428,160585
1609708596000,49159,111294,160453
1609708896000,49113,110235,159348
1609709196000,49110,111277,160387
1609709496000,49129,110774,159903
1609709796000,49125,110722,159847
1609710097000,49040,110770,159810
1609710397000,48907,110488,159395
1609710697000,48779,112067,160846
1609710996000,48721,109860,158581
1609711297000,48669,109535,158204
1609711597000,48484,109050,157534
1609711897000,48155,108733,156888
1609712197000,47962,108251,156213
1609712497000,47753,108150,155903
1609712797000,47540,108789,156329
1609713097000,47371,107242,154613
1609713397000,47139,106891,154030
1609713697000,46996,106484,153480
1609713997000,46841,105961,152802
1609714297000,46604,106013,152617
1609714597000,46471,105581,152052
1609714897000,46338,105313,151651
1609715197000,45981,103794,149775
1609715497000,45866,102776,148642
1609715797000,45623,102872,148495
1609716097000,45468,102941,148409
1609716397000,45329,102451,147780
1609716697000,45289,102014,147303
1609716997000,45106,101719,146825
1609717297000,44981,101394,146375
1609717597000,44978,101356,146334
1609717897000,44850,100848,145698
1609718197000,44897,100529,145426
1609718497000,44825,100248,145073
1609718797000,45324,98685,144009
1609719096000,45173,98444,143617
1609719397000,44795,98098,142893
1609719697000,44599,97995,142594
1609719997000,44484,97744,142228
1609720297000,44881,97663,142544
1609720597000,44450,97691,142141
1609720897000,44161,97774,141935
1609721197000,44148,97694,141842
1609721496000,44184,97740,141924
1609721797000,44183,97768,141951
1609722097000,44323,97913,142236
1609722397000,43775,97809,141584
1609722697000,43640,97696,141336
1609722997000,43482,97681,141163
1609723298000,43455,97889,141344
1609723597000,43357,97913,141270
1609723897000,43563,98083,141646
1609724197000,42933,98091,141024
1609724496000,42844,98074,140918
1609724797000,42799,98044,140843
1609725097000,42525,98168,140693
1609725397000,42442,98195,140637
1609725697000,42717,97886,140603
1609725997000,41851,97497,139348
1609726297000,41776,97928,139704
1609726597000,41497,97922,139419
1609726897000,41551,97655,139206
1609727197000,41466,97359,138825
1609727497000,41425,97359,138784
1609727797000,40989,97158,138147
1609728097000,40799,97260,138059
1609728397000,40593,96940,137533
1609728697000,40282,96864,137146
1609728997000,40167,96310,136477
1609729297000,40053,95835,135888
1609729597000,39561,95136,134697
1609729897000,39166,94849,134015
1609730197000,38846,94198,133044
1609730496000,38665,93835,132500
1609730797000,38505,93064,131569
1609731097000,38449,92904,131353
1609731397000,38034,92384,130418
1609731697000,37864,91634,129498
1609731997000,37622,91334,128956
1609732297000,37433,90823,128256
1609732597000,37133,89851,126984
1609732897000,37089,89247,126336
1609733197000,36740,88281,125021
1609733497000,36259,87387,123646
1609733796000,35677,86481,122158
1609734097000,35275,85831,121106
1609734397000,34891,85107,119998
1609734697000,34632,84247,118879
1609734997000,34235,83407,117642
1609735297000,33809,82728,116537
1609735597000,33456,81415,114871
1609735897000,33108,81104,114212
1609736197000,32802,80079,112881
1609736497000,32594,79265,111859
1609736797000,32143,78303,110446
1609737097000,31775,77578,109353
1609737397000,31332,76604,107936
1609737697000,31041,76195,107236
1609737996000,30701,75497,106198
1609738297000,30503,74717,105220
1609738597000,29693,73851,103544
1609738897000,29394,73029,102423
1609739197000,29171,72174,101345
1609739497000,28999,71580,100579
1609739797000,28692,70996,99688
1609740097000,28414,70011,98425
1609740397000,27814,68918,96732
1609740697000,27486,67856,95342
1609740997000,27171,67181,94352
1609741297000,27022,66393,93415
1609741597000,26722,65393,92115
1609741897000,26463,64545,91008
1609742197000,26190,63337,89527
1609742497000,26052,63037,89089
1609742797000,25894,62003,87897
1609743097000,25657,61323,86980
1609743397000,25417,60458,85875
1609743697000,25375,59467,84842
1609743997000,23725,59055,82780
1609744297000,23450,59337,82787
1609744597000,23262,59228,82490
1609744897000,23520,58802,82322
1609745197000,23013,56900,79913
1609745497000,23017,56135,79152
1609745797000,22363,56280,78643
1609746096000,22268,56896,79164
1609746397000,22218,57498,79716
1609746697000,22159,57266,79425
1609746997000,21978,56630,78608
1609747297000,22081,55738,77819
1609747597000,21893,55605,77498
1609747896000,21722,55231,76953
1609748197000,21777,55252,77029
1609748496000,21854,54967,76821
1609748797000,21953,54492,76445
1609749097000,22019,54253,76272
1609749402000,22049,54151,76200
1609749697000,22218,53650,75868
1609749997000,22314,53510,75824
1609750297000,22433,53360,75793
1609750597000,22521,53485,76006
1609750897000,22736,53232,75968
1609751197000,22729,52997,75726
1609751497000,22737,52901,75638
1609751797000,22768,52732,75500
1609752097000,21971,52440,74411
1609752397000,22092,52778,74870
1609752697000,22286,52591,74877
1609752997000,22305,52626,74931
1609753297000,22184,52649,74833
1609753597000,22283,52538,74821
1609753897000,22494,52516,75010
1609754197000,22743,52569,75312
1609754497000,22922,52744,75666
1609754797000,22969,52839,75808
1609755097000,23156,52741,75897
1609755396000,23372,53232,76604
1609755697000,23596,53221,76817
1609755997000,23922,53372,77294
1609756297000,24267,53490,77757
1609756597000,23845,53615,77460
1609756897000,23629,53575,77204
1609757197000,23395,54052,77447
1609757497000,22947,53945,76892
1609757798000,22261,54301,76562
1609758096000,19141,54623,73764
1609758397000,6540,54850,61390
1609758697000,12524,55099,67623
1609758997000,15123,55020,70143
1609759297000,16848,55376,72224
1609759597000,17847,55129,72976
1609759897000,18875,55136,74011
1609760196000,19692,55240,74932
1609760497000,20394,55422,75816
1609760797000,21068,55756,76824
1609761097000,21694,56048,77742
1609761397000,22236,56489,78725
1609761697000,22998,56819,79817
1609761996000,23593,57062,80655
1609762296000,23799,57561,81360
1609762597000,24372,58108,82480
1609762897000,24726,58601,83327
1609763196000,25032,59073,84105
1609763497000,25468,59501,84969
1609763797000,25773,60212,85985
1609764096000,26168,60896,87064
1609764397000,26430,61407,87837
1609764697000,26757,61976,88733
1609764997000,27042,62436,89478
1609765297000,27418,62822,90240
1609765596000,27605,63402,91007
1609765897000,27925,64058,91983
1609766197000,27937,64785,92722
1609766497000,28238,65330,93568
1609766797000,28616,65792,94408
1609767097000,29037,66318,95355
1609767397000,29329,67025,96354
1609767697000,29719,68182,97901
1609767996000,30011,69370,99381
1609768297000,30362,70453,100815
1609768596000,29553,71038,100591
1609768897000,29977,70171,100148
1609769197000,30181,70584,100765
1609769497000,30380,71441,101821
1609769797000,30658,72344,103002
1609770097000,30954,73224,104178
1609770397000,31180,74575,105755
1609770697000,31551,75316,106867
1609770996000,31811,75877,107688
1609771298000,31917,76597,108514
1609771597000,32138,77324,109462
1609771897000,32518,78025,110543
1609772196000,32804,78810,111614
1609772497000,33203,79333,112536
1609772797000,33351,79920,113271
1609773097000,33511,80798,114309
1609773396000,33723,81638,115361
1609773697000,34065,82368,116433
1609773997000,34482,82710,117192
1609774296000,34679,83171,117850
1609774596000,34877,83404,118281
1609774897000,35136,84399,119535
1609775197000,35262,85074,120336
1609775497000,35531,85532,121063
1609775797000,35916,85992,121908
1609776097000,36372,86440,122812
1609776397000,36450,87087,123537
1609776697000,36699,87822,124521
1609776997000,37066,88385,125451
1609777297000,37314,87855,125169
1609777597000,37624,88010,125634
1609777897000,38096,88484,126580
1609778197000,38287,88733,127020
1609778497000,38712,88945,127657
1609778797000,38953,89183,128136
1609779097000,39339,89471,128810
1609779397000,39583,89746,129329
1609779697000,40115,89762,129877
1609779997000,40129,89826,129955
1609780297000,40380,90044,130424
1609780597000,40692,90477,131169
1609780897000,40932,90804,131736
1609781196000,41229,91567,132796
1609781496000,40051,91652,131703
1609781797000,40108,91865,131973
1609782096000,40266,92376,132642
1609782397000,40471,92821,133292
1609782697000,40803,93188,133991
1609782996000,41116,93669,134785
1609783297000,42115,93865,135980
1609783597000,42471,94149,136620
1609783897000,42903,94515,137418
1609784197000,43156,95321,138477
1609784497000,44422,95733,140155
1609784797000,44659,96278,140937
1609785096000,45026,96624,141650
1609785397000,46141,97018,143159
1609785697000,46558,97541,144099
1609785996000,46759,98178,144937
1609786296000,47000,98225,145225
1609786597000,47187,98474,145661
1609786897000,47540,99040,146580
1609787197000,47594,99190,146784
1609787496000,47696,99532,147228
1609787797000,47888,100154,148042
1609788097000,48049,100573,148622
1609788396000,48277,101006,149283
1609788697000,48444,101397,149841
1609788997000,48459,101778,150237
1609789297000,46146,102225,148371
1609789597000,46145,102361,148506
1609789897000,46194,102508,148702
1609790197000,46296,102519,148815
1609790496000,46294,102434,148728
1609790797000,46125,102175,148300
1609791097000,45960,102397,148357
1609791397000,46078,102627,148705
1609791697000,46213,102997,149210
1609791997000,46185,103184,149369
1609792297000,46220,103424,149644
1609792596000,46096,103415,149511
1609792897000,46029,103770,149799
1609793197000,46035,103944,149979
1609793497000,46020,103903,149923
1609793797000,46088,104146,150234
1609794097000,46116,103899,150015
1609794397000,46007,103988,149995
1609794697000,45868,103834,149702
1609794997000,45910,104005,149915
1609795297000,45901,103877,149778
1609795597000,46035,103593,149628
1609795897000,46037,103124,149161
1609796197000,45915,102863,148778
1609796497000,45854,102954,148808
1609796796000,45850,102834,148684
1609797097000,45775,102611,148386
1609797397000,45672,102206,147878
1609797696000,45554,101547,147101
1609797997000,45325,100683,146008
1609798300000,45206,100389,145595
1609798597000,45225,100049,145274
1609798897000,44992,99884,144876
1609799197000,44994,99445,144439
1609799497000,44979,99547,144526
1609799797000,44855,99270,144125
1609800097000,44661,98952,143613
1609800397000,44463,98536,142999
1609800697000,44494,98376,142870
1609800997000,44437,98136,142573
1609801297000,44403,97268,141671
1609801596000,44030,96464,140494
1609801897000,43952,96200,140152
1609802196000,43850,95937,139787
1609802498000,43807,95824,139631
1609802797000,43757,95583,139340
1609803097000,43840,95190,139030
1609803397000,43533,95207,138740
1609803697000,43407,95157,138564
1609803997000,43369,95063,138432
1609804297000,43437,95066,138503
1609804598000,43459,94739,138198
1609804897000,43780,94614,138394
1609805197000,44004,94262,138266
1609805497000,43975,94525,138500
1609805797000,43935,95039,138974
1609806096000,43897,95408,139305
1609806397000,43849,95403,139252
1609806697000,43752,95253,139005
1609806997000,43604,95445,139049
1609807297000,43619,94064,137683
1609807597000,43448,94608,138056
1609807897000,43352,94742,138094
1609808197000,43183,94821,138004
1609808497000,43075,95007,138082
1609808797000,42838,95290,138128
1609809096000,42714,95615,138329
1609809397000,42695,95698,138393
1609809731000,42518,95931,138449
1609809997000,42407,96109,138516
1609810296000,42407,96126,138533
1609810597000,42201,95675,137876
1609810897000,42171,96502,138673
1609811197000,42014,96862,138876
1609811497000,41951,96919,138870
1609811797000,41823,96759,138582
1609812096000,41593,96931,138524
1609812397000,41276,97010,138286
1609812697000,41193,96884,138077
1609812997000,41096,96744,137840
1609813297000,40968,96783,137751
1609813597000,40802,96730,137532
1609813897000,40740,96660,137400
1609814227000,40557,96552,137109
1609814497000,40308,96388,136696
1609814797000,40073,96454,136527
1609815097000,39834,95881,135715
1609815397000,39539,94481,134020
1609815696000,39260,94687,133947
1609815997000,38929,94475,133404
1609816297000,38752,94083,132835
1609816597000,38477,93507,131984
1609816897000,38209,93130,131339
1609817197000,37946,92689,130635
1609817497000,37705,91930,129635
1609817797000,37315,91688,129003
1609818097000,36986,91006,127992
1609818397000,36764,90629,127393
1609818697000,36547,89794,126341
1609818997000,36189,89277,125466
1609819297000,35836,88524,124360
1609819597000,35404,87755,123159
1609819896000,35066,86956,122022
1609820196000,34666,86096,120762
1609820497000,34320,84922,119242
1609820797000,33995,84728,118723
1609821097000,33634,83947,117581
1609821397000,33348,83333,116681
1609821697000,33006,81028,114034
1609821997000,32635,80733,113368
1609822297000,32425,80229,112654
1609822597000,32018,79506,111524
1609822896000,31402,78663,110065
1609823197000,30927,77882,108809
1609823497000,30512,77086,107598
1609823797000,29988,74642,104630
1609824096000,29662,74398,104060
1609824397000,29357,73815,103172
1609824697000,29121,73087,102208
1609824998000,28872,72036,100908
1609825296000,28520,70770,99290
1609825597000,28180,70909,99089
1609825897000,27933,70421,98354
1609826197000,27673,69445,97118
1609826497000,27381,68874,96255
1609826797000,26998,67886,94884
1609827099000,26802,67027,93829
1609827397000,26731,66119,92850
1609827696000,26644,65381,92025
1609827997000,26517,64546,91063
1609828297000,26422,63471,89893
1609828597000,26316,62492,88808
1609828897000,26014,61661,87675
1609829196000,25681,60947,86628
1609829496000,25487,60356,85843
1609829797000,25357,59690,85047
1609830097000,25137,57890,83027
1609830397000,24896,58178,83074
1609830696000,23516,59324,82840
1609830997000,23194,58802,81996
1609831297000,22592,57070,79662
1609831597000,23064,56484,79548
1609831897000,22574,56695,79269
1609832197000,22567,57597,80164
1609832497000,22558,57649,80207
1609832797000,22432,57337,79769
1609833097000,22310,57054,79364
1609833397000,22208,56605,78813
1609833697000,22177,56236,78413
1609833997000,22037,55950,77987
1609834297000,21854,55714,77568
1609834597000,21799,55642,77441
1609834897000,21840,54311,76151
1609835197000,21754,55115,76869
1609835496000,21752,55198,76950
1609835797000,21786,54902,76688
1609836097000,21797,54662,76459
1609836397000,21740,54358,76098
1609836697000,21840,54350,76190
1609836997000,21867,54282,76149
1609837297000,21854,54043,75897
1609837597000,21867,54052,75919
1609837897000,21842,54306,76148
1609838197000,21917,54241,76158
1609838498000,21973,54353,76326
1609838797000,22034,54517,76551
1609839097000,21992,54534,76526
1609839397000,22054,54261,76315
1609839698000,22060,53899,75959
1609839997000,22089,53830,75919
1609840296000,22013,53669,75682
1609840597000,22076,53617,75693
1609840897000,22179,53517,75696
1609841197000,22253,53491,75744
1609841497000,22272,53277,75549
1609841797000,22528,53470,75998
1609842097000,22755,53651,76406
1609842397000,22871,53843,76714
1609842697000,22904,53646,76550
1609842997000,22955,53677,76632
1609843296000,23131,53660,76791
1609843597000,22945,53865,76810
1609843897000,23023,53882,76905
1609844197000,23079,53740,76819
1609844496000,23001,53944,76945
1609844797000,23029,54134,77163
1609845097000,23161,54301,77462
1609845397000,23232,54672,77904
1609845697000,23350,55154,78504
1609845997000,23426,55510,78936
1609846297000,23627,55783,79410
1609846596000,23762,55725,79487
1609846896000,23928,56271,80199
1609847197000,24146,56714,80860
1609847497000,24275,57314,81589
1609847796000,24438,57553,81991
1609848096000,24553,57642,82195
1609848397000,24779,58200,82979
1609848697000,24998,58530,83528
1609848997000,25295,59006,84301
1609849297000,25626,59577,85203
1609849597000,25916,60160,86076
1609849897000,26218,60429,86647
1609850197000,26466,60964,87430
1609850497000,26726,61628,88354
1609850797000,27040,62113,89153
1609851097000,27362,62845,90207
1609851397000,26783,63087,89870
1609851697000,26962,63405,90367
1609851997000,27097,63782,90879
1609852297000,27313,64526,91839
1609852597000,27474,65350,92824
1609852897000,27693,66293,93986
1609853197000,27921,67044,94965
1609853497000,28231,67828,96059
1609853797000,28341,68569,96910
1609854097000,28555,69191,97746
1609854397000,28771,69913,98684
1609854696000,28987,70532,99519
1609854997000,29267,70989,100256
1609855297000,29553,71656,101209
1609855597000,29822,72784,102606
1609855897000,30143,73640,103783
1609856197000,30255,74239,104494
1609856497000,30625,75085,105710
1609856797000,30985,75794,106779
1609857096000,31243,76411,107654
1609857397000,31604,77088,108692
1609857696000,31874,77944,109818
1609857997000,32118,78703,110821
1609858297000,32383,79239,111622
1609858597000,32541,80012,112553
1609858897000,32738,80461,113199
1609859197000,32937,81139,114076
1609859497000,33204,81752,114956
1609859797000,33402,82255,115657
1609860097000,33630,82892,116522
1609860396000,33848,83353,117201
1609860697000,34109,83643,117752
1609860997000,34355,84458,118813
1609861297000,34544,85298,119842
1609861597000,34693,86325,121018
1609861897000,34884,86502,121386
1609862197000,35086,86744,121830
1609862496000,35326,86947,122273
1609862797000,35534,86998,122532
1609863097000,35661,87742,123403
1609863396000,35811,88206,124017
1609863725000,36039,88809,124848
1609863996000,36251,88918,125169
1609864297000,36560,89142,125702
1609864597000,36969,89387,126356
1609864897000,37239,89247,126486
1609865197000,37625,89337,126962
1609865497000,37936,89815,127751
1609865797000,38121,89901,128022
1609866097000,38398,89813,128211
1609866397000,38789,89688,128477
1609866697000,39251,89983,129234
1609866997000,39552,90214,129766
1609867297000,39987,90684,130671
1609867597000,40357,91034,131391
1609867897000,39060,91265,130325
1609868197000,39341,91848,131189
1609868497000,39566,92213,131779
1609868797000,39871,92559,132430
1609869097000,39986,92946,132932
1609869397000,40185,93185,133370
1609869697000,40463,93236,133699
1609869997000,40565,93723,134288
1609870297000,40933,94775,135708
1609870597000,40929,95263,136192
1609870897000,41181,96037,137218
1609871197000,42337,96689,139026
1609871497000,42877,97210,140087
1609871797000,43212,97369,140581
1609872097000,44615,97940,142555
1609872397000,44883,98535,143418
1609872697000,45108,98925,144033
1609872997000,45452,99428,144880
1609873297000,45616,100176,145792
1609873597000,45825,100701,146526
1609873897000,46056,101194,147250
1609874197000,46285,101466,147751
1609874497000,46552,101946,148498
1609874527000,46589,101991,148580
1609874865000,46753,102258,149011
1609874893000,46772,102279,149051
1609874931000,46828,102372,149200
1609874951000,46873,102339,149212
1609875037000,46900,102419,149319
1609875175000,46977,102721,149698
1609875397000,47051,103131,150182
1609875697000,47244,103370,150614
1609875999000,47350,103759,151109
1609876297000,47530,104113,151643
1609876597000,47717,104072,151789
1609876897000,47899,104790,152689
1609877198000,45768,104547,150315
1609877497000,45885,104994,150879
1609877797000,45848,105196,151044
1609878097000,45928,104999,150927
1609878397000,45979,104972,150951
1609878697000,45959,104904,150863
1609878997000,46024,104952,150976
1609879297000,46046,105058,151104
1609879597000,46080,105196,151276
1609879897000,46147,105387,151534
1609880198000,46009,105332,151341
1609880496000,45953,104823,150776
1609880797000,45935,104693,150628
1609881097000,45853,104411,150264
1609881397000,45712,104417,150129
1609881697000,45775,104299,150074
1609881997000,45626,104043,149669
1609882297000,45608,103702,149310
1609882596000,45447,103189,148636
1609882897000,45415,103262,148677
1609883197000,45355,103181,148536
1609883497000,45274,102618,147892
1609883797000,45199,102512,147711
1609884097000,45043,101956,146999
1609884398000,44935,101559,146494
1609884697000,44725,101355,146080
1609884997000,44531,101102,145633
1609885297000,44420,100546,144966
1609885597000,44303,100163,144466
1609885897000,44265,99720,143985
1609886197000,44083,99508,143591
1609886497000,44066,98958,143024
1609886797000,44057,98282,142339
1609887096000,43961,98100,142061
1609887397000,43950,97735,141685
1609887697000,43870,97225,141095
1609887997000,43732,96568,140300
1609888297000,43431,96561,139992
1609888597000,43430,96379,139809
1609888897000,43356,96087,139443
1609889197000,43449,95636,139085
1609889497000,43357,95340,138697
1609889797000,43312,95392,138704
1609890097000,43219,95143,138362
1609890397000,43152,95149,138301
1609890696000,43210,94953,138163
1609890997000,43149,94416,137565
1609891297000,43361,94196,137557
1609891597000,43805,94345,138150
1609891897000,43779,94394,138173
1609892197000,43759,94254,138013
1609892497000,43669,94095,137764
1609892797000,43570,94432,138002
1609893097000,43475,94478,137953
1609893397000,43401,94516,137917
1609893697000,43242,95068,138310
1609893997000,43218,95062,138280
1609894297000,43078,95446,138524
1609894597000,42925,95326,138251
1609894897000,42810,95330,138140
1609895197000,42733,95210,137943
1609895497000,42629,95252,137881
1609895797000,42519,95335,137854
1609896097000,42399,95456,137855
1609896397000,42280,95510,137790
1609896697000,42197,96816,139013
1609896997000,42206,97336,139542
1609897297000,42133,97634,139767
1609897597000,42103,97338,139441
1609897896000,41970,97552,139522
1609898199000,41866,97575,139441
1609898497000,41729,97174,138903
1609898797000,41611,97082,138693
1609899097000,41383,97551,138934
1609899397000,41210,97737,138947
1609899697000,41073,97466,138539
1609899997000,40900,97142,138042
1609900297000,40707,96990,137697
1609900597000,40549,96878,137427
1609900897000,40438,96656,137094
1609901197000,40308,98146,138454
1609901497000,40191,95806,135997
1609901797000,40036,95907,135943
1609902097000,39759,95716,135475
1609902397000,39516,95284,134800
1609902697000,39260,94837,134097
1609902997000,38943,94328,133271
1609903297000,38716,94154,132870
1609903597000,38479,93509,131988
1609903897000,38085,92927,131012
1609904197000,37661,92359,130020
1609904497000,37515,91969,129484
1609904797000,37181,91339,128520
1609905097000,36843,90614,127457
1609905397000,36504,89937,126441
1609905697000,36062,89090,125152
1609905997000,35701,88877,124578
1609906308000,35351,87428,122779
1609906597000,35077,87273,122350
1609906899000,34898,86290,121188
1609907197000,34592,85111,119703
1609907497000,34209,84488,118697
